order,site_no,site,class,class_a,result,distance_class,size_class,color,note
3차,SY14,SY,포장재,비닐or과자봉지,비닐,1,4,,
3차,SY14,SY,포장재,비닐or과자봉지,비닐,1,2,,
3차,SY14,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,1,1,,
3차,SY14,SY,어구,EPS조각,EPS조각,1,1,,
3차,SY14,SY,기타인공물,나무,각목,1,4,,
3차,SY14,SY,포장재,비닐or과자봉지,비닐,1,1,,
3차,SY14,SY,포장재,비닐or과자봉지,비닐,1,1,,
3차,SY14,SY,어구,EPS조각,EPS조각,1,1,,
3차,SY14,SY,포장재,비닐or과자봉지,비닐봉지,1,3,,라면봉지
3차,SY14,SY,포장재,비닐or과자봉지,비닐,1,1,,
3차,SY14,SY,포장재,비닐or과자봉지,비닐,1,2,,
3차,SY14,SY,기타인공물,기타,담배꽁초,2,1,,
3차,SY14,SY,포장재,비닐or과자봉지,비닐,2,2,,
3차,SY15,SY,포장재,플라스틱 음료수병,라벨지,1,2,,
3차,SY15,SY,포장재,비닐or과자봉지,비닐,1,2,,
3차,SY15,SY,기타인공물,기타,담배꽁초,1,1,,
3차,SY15,SY,포장재,비닐or과자봉지,비닐,2,2,,
3차,SY15,SY,어구,밧줄or끈,로프,1,2,,
3차,SY15,SY,포장재,비닐or과자봉지,비닐봉지,1,4,검정,
3차,BSSL1,BS,포장재,비닐or과자봉지,비닐,1,1,,
3차,BSSL1,BS,기타플라스틱,플라스틱 용기,플라스틱용기,2,2,,
3차,BSSL1,BS,기타플라스틱,플라스틱 조각or기타,플라스틱조각,1,1,,
3차,BSSL1,BS,포장재,비닐or과자봉지,비닐,4,2,,
3차,BSSL1,BS,어구,밧줄or끈,로프,2,2,,
3차,BSSL1,BS,기타인공물,나무,각목,6,4,,
3차,BSSL1,BS,포장재,비닐or과자봉지,비닐,3,2,,
3차,BSSL1,BS,어구,EPS조각,EPS조각,5,5,,
3차,BSSL1,BS,포장재,비닐or과자봉지,비닐,1,2,,스프
3차,BSSL1,BS,어구,EPS조각,EPS조각,1,1,,
3차,BSSL1,BS,어구,EPS조각,EPS조각,4,2,,
3차,BSSL1,BS,어구,EPS조각,EPS조각,5,2,,
3차,BSSL1,BS,어구,EPS조각,EPS조각,3,2,,
3차,BSSL1,BS,어구,EPS조각,EPS조각,6,2,,
3차,BSSL2,BS,기타플라스틱,플라스틱 조각or기타,플라스틱조각,4,2,,
3차,BSSL2,BS,포장재,비닐or과자봉지,비닐조각,1,2,,
3차,BSSL2,BS,기타플라스틱,플라스틱 용기,플라스틱용기,5,2,,
3차,BSSL2,BS,기타플라스틱,플라스틱 조각or기타,플라스틱조각,5,2,,
3차,BSSL2,BS,포장재,포장용품,노끈,1,2,,
3차,BSSL2,BS,어구,밧줄or끈,로프,1,2,,
3차,BSSL2,BS,기타인공물,기타,담배꽁초,1,1,,
3차,BSSL2,BS,포장재,비닐or과자봉지,비닐,3,2,,
3차,BSSL2,BS,포장재,비닐or과자봉지,비닐,1,3,,
3차,BSSL2,BS,포장재,비닐or과자봉지,비닐,1,1,,
3차,BSSL2,BS,포장재,비닐or과자봉지,비닐,1,1,,
3차,BSSL2,BS,기타인공물,종이,우유팩,3,2,,
3차,BSSL2,BS,포장재,플라스틱 음료수병,PET병,7,3,,
3차,BSSL2,BS,포장재,비닐or과자봉지,비닐,1,2,,테이프
3차,BSSL2,BS,포장재,플라스틱 음료수병,PET병,3,3,,
3차,BSSL3,BS,기타플라스틱,플라스틱 조각or기타,플라스틱조각,3,4,주황,천막?
3차,BSSL3,BS,어구,EPS조각,EPS조각,3,1,,
3차,BSSL3,BS,어구,EPS조각,EPS조각,5,2,,
3차,BSSL3,BS,어구,EPS조각,EPS조각,1,2,,
3차,BSSL3,BS,어구,EPS조각,EPS조각,4,1,,
3차,BSSL3,BS,어구,EPS조각,EPS조각,4,1,,
3차,BSSL3,BS,어구,EPS조각,EPS조각,5,2,,
3차,BSSL3,BS,어구,EPS조각,EPS조각,4,1,,
3차,BSSL3,BS,어구,EPS조각,EPS조각,5,2,,
3차,BSSL3,BS,어구,EPS조각,EPS조각,4,2,,
3차,BSSL3,BS,어구,EPS조각,EPS조각,4,2,,
3차,BSSL3,BS,어구,EPS조각,EPS조각,3,2,,
3차,BSSL3,BS,어구,EPS조각,EPS조각,3,1,,
3차,BSSL3,BS,어구,EPS조각,EPS조각,3,1,,
3차,BSSL3,BS,어구,EPS조각,EPS조각,4,1,,
3차,BSSL3,BS,어구,EPS조각,EPS조각,4,1,,
3차,BSSL3,BS,어구,EPS조각,EPS조각,4,2,,
3차,BSSL3,BS,어구,EPS조각,EPS조각,5,2,,
3차,BSSL3,BS,어구,EPS조각,EPS조각,1,1,,
3차,BSSL3,BS,어구,EPS조각,EPS조각,1,1,,
3차,BSSL3,BS,어구,EPS조각,EPS조각,7,3,,
3차,BSSL3,BS,포장재,비닐or과자봉지,비닐,5,2,,
3차,BSSL3,BS,포장재,비닐or과자봉지,비닐,5,3,,
3차,BSSL3,BS,포장재,비닐or과자봉지,비닐,1,2,,쭈쭈바
3차,BSSL3,BS,포장재,비닐or과자봉지,비닐,5,2,,
3차,BSSL3,BS,포장재,비닐or과자봉지,비닐,2,2,,
3차,BSSL3,BS,포장재,비닐or과자봉지,비닐,2,3,,
3차,BSSL3,BS,포장재,비닐or과자봉지,비닐,4,4,,
3차,BSSL3,BS,포장재,비닐or과자봉지,비닐,3,2,녹색,
3차,BSSL3,BS,포장재,비닐or과자봉지,비닐,2,3,투명,
3차,BSSL3,BS,포장재,비닐or과자봉지,비닐,3,3,검정,
3차,BSSL3,BS,포장재,비닐or과자봉지,비닐,3,3,하양,
3차,BSSL3,BS,포장재,비닐or과자봉지,비닐,1,2,,
3차,BSSL3,BS,포장재,비닐or과자봉지,비닐,2,3,,
3차,BSSL3,BS,포장재,비닐or과자봉지,비닐,6,4,하양,
3차,BSSL3,BS,포장재,비닐or과자봉지,비닐,1,2,,
3차,BSSL3,BS,포장재,비닐or과자봉지,비닐,7,4,,
3차,BSSL3,BS,어구,부자(EPS),EPS부자,7,4,,
3차,BSSL3,BS,기타플라스틱,플라스틱 용기,플라스틱용기,1,2,,
3차,BSSL3,BS,기타플라스틱,플라스틱 용기,플라스틱용기,1,2,,
3차,BSSL3,BS,기타플라스틱,플라스틱 조각or기타,기타플라스틱,3,5,,훌라후프
3차,BSSL3,BS,어구,부자(EPS),EPS부자,7,4,,
3차,BSSL3,BS,포장재,플라스틱 음료수병,병뚜껑,1,1,,
3차,BSSL3,BS,기타인공물,고무,고무장갑,3,3,,
3차,BSSL4,BS,포장재,플라스틱 음료수병,PET병,4,3,,
3차,BSSL4,BS,어구,EPS조각,EPS조각,6,2,,
3차,BSSL4,BS,어구,EPS조각,EPS조각,6,2,,
3차,BSSL4,BS,어구,EPS조각,EPS조각,1,2,,
3차,BSSL4,BS,어구,EPS조각,EPS조각,1,3,,
3차,BSSL4,BS,어구,EPS조각,EPS조각,6,4,,
3차,BSSL4,BS,어구,EPS조각,EPS조각,4,2,,
3차,BSSL4,BS,어구,EPS조각,EPS조각,1,1,,
3차,BSSL4,BS,어구,EPS조각,EPS조각,1,1,,
3차,BSSL4,BS,어구,EPS조각,EPS조각,4,2,,
3차,BSSL4,BS,포장재,플라스틱 음료수병,PET병,4,4,,
3차,BSSL4,BS,포장재,비닐or과자봉지,비닐,1,3,,
3차,BSSL4,BS,기타인공물,종이,종이컵,1,2,,
2월,JHCL-A_1,JH,자연물,자연물,자연물,2,3,,
2월,JHCL-A_2,JH,어구,EPS조각,EPS조각,2,2,,
2월,JHCL-A_2,JH,어구,부자(EPS),EPS부이,7,4,,
2월,JHCL-A_2,JH,어구,EPS조각,EPS조각,4,1,,
2월,JHCL-A_3,JH,포장재,비닐or과자봉지,사탕봉지,2,2,,
2월,JH-C_5,JH,어구,EPS조각,EPS조각,4,1,,
2월,JH-C_5,JH,어구,부자(EPS),EPS부이,4,3,하양,EPS 참외부이
2월,JH-C_5,JH,어구,밧줄or끈,로프,4,5,,
2월,JH-C_5,JH,어구,부자(기타),부이,7,3,노랑,참외부이
2월,JH-C_5,JH,자연물,자연물,자연물,2,2,,
2월,JH-C_5,JH,포장재,비닐or과자봉지,비닐조각,1,1,,
2월,JH-C_5,JH,어구,EPS조각,EPS조각,2,1,,
2월,JH-C_5,JH,어구,EPS조각,EPS조각,4,1,,
2월,JH-C_5,JH,포장재,비닐or과자봉지,비닐,1,3,노랑,
2월,JH-C_4,JH,포장재,포(마)대자루,마대자루,6,5,,
2월,JH-C_4,JH,기타플라스틱,플라스틱 조각or기타,플라스틱조각,2,3,,
2월,JH-C_4,JH,어구,EPS조각,EPS조각,2,2,,
2월,JH-C_4,JH,포장재,플라스틱 음료수병,PET병,4,3,,
2월,JH-C_4,JH,어구,밧줄or끈,로프,1,5,,
2월,JH-C_4,JH,기타인공물,고무,고무장갑,2,3,,
2월,JH-C_4,JH,어구,EPS조각,EPS조각,7,3,,
2월,JH-C_4,JH,어구,EPS조각,EPS조각,7,3,,
2월,JH-C_4,JH,어구,EPS조각,EPS조각,7,3,,
2월,JH-C_4,JH,자연물,자연물,자연물,2,4,,
2월,JH-C_3,JH,어구,EPS조각,EPS조각,1,1,,
2월,JH-C_3,JH,자연물,자연물,자연물,4,3,,
2월,JH-C_3,JH,어구,EPS조각,EPS조각,2,1,,
2월,JH-C_3,JH,포장재,비닐or과자봉지,비닐조각,1,1,,
2월,JH-C_3,JH,포장재,비닐or과자봉지,과자봉지,1,2,,메로나
2월,JH-C_3,JH,기타플라스틱,플라스틱 조각or기타,플라스틱조각,7,2,,
2월,JH-C_3,JH,포장재,비닐or과자봉지,비닐조각,1,1,,
2월,JH-C_2,JH,어구,EPS조각,EPS조각,1,1,,
2월,JH-C_2,JH,포장재,비닐or과자봉지,비닐조각,2,2,,나무젓가락 포장재
2월,JH-C_2,JH,포장재,비닐or과자봉지,비닐조각,1,2,,
2월,JH-C_2,JH,기타인공물,나무,나무젓가락,2,2,,
2월,JH-C_2,JH,기타인공물,나무,나무젓가락,1,2,,
2월,JH-C_2,JH,어구,밧줄or끈,로프,2,4,,
2월,JH-C_2,JH,어구,EPS조각,EPS조각,4,2,,
2월,JH-C_1,JH,어구,밧줄or끈,로프,1,5,,
2월,JH-C_1,JH,어구,EPS조각,EPS조각,1,1,,
2월,JH-C_1,JH,어구,밧줄or끈,로프,1,2,,
2월,JH-C_1,JH,포장재,비닐or과자봉지,비닐봉지,5,5,,
2월,JH-C_1,JH,포장재,비닐or과자봉지,비닐,1,1,,
2월,JH-C_1,JH,어구,EPS조각,EPS조각,1,2,,
2월,JH-C_1,JH,기타인공물,종이,종이컵,3,2,,
2월,JH-B_5,JH,기타플라스틱,플라스틱 조각or기타,플라스틱조각,3,2,,
2월,JH-B_5,JH,기타플라스틱,플라스틱 조각or기타,플라스틱조각,4,2,,
2월,JH-B_5,JH,어구,밧줄or끈,로프,1,2,,
2월,JH-B_5,JH,기타플라스틱,플라스틱 용기,스티로폼박스,4,4,,"스티로폼 정육면체, 아이스박스"
2월,JH-B_5,JH,기타인공물,종이,담배갑,1,2,,
2월,JH-B_5,JH,포장재,플라스틱 음료수병,PET병,5,2,,
2월,JH-B_5,JH,어구,밧줄or끈,로프,2,3,,
2월,JH-B_4,JH,포장재,비닐or과자봉지,비닐봉지,1,1,,
2월,JH-B_4,JH,포장재,비닐or과자봉지,비닐봉지,2,2,,
2월,JH-B_4,JH,어구,EPS조각,EPS조각,3,2,,
2월,JH-B_4,JH,어구,그물,그물,2,4,,조개담는 어망
2월,JH-B_4,JH,어구,밧줄or끈,로프,1,2,,
2월,JH-B_4,JH,어구,밧줄or끈,로프,1,2,,
2월,JH-B_3,JH,포장재,비닐or과자봉지,비닐,1,1,,
2월,JH-B_3,JH,어구,밧줄or끈,로프,4,5,,
2월,JH-B_3,JH,어구,밧줄or끈,로프,1,3,,
2월,JH-B_3,JH,포장재,비닐or과자봉지,비닐조각,1,1,,
2월,JH-B_3,JH,기타인공물,기타,장갑,2,2,,
2월,JH-B_3,JH,포장재,비닐or과자봉지,비닐조각,1,1,,
2월,JH-B_3,JH,포장재,플라스틱 음료수병,PET병,1,3,,풀무원
2월,JH-B_2,JH,어구,밧줄or끈,로프,4,5,,
2월,JH-B_2,JH,어구,EPS조각,EPS조각,3,2,,
2월,JH-B_2,JH,어구,EPS조각,EPS조각,5,2,,
2월,JH-B_2,JH,포장재,비닐or과자봉지,비닐,1,2,,
2월,JH-B_2,JH,포장재,비닐or과자봉지,비닐,1,3,하양,
2월,JH-B_2,JH,어구,밧줄or끈,로프,1,4,,
2월,JH-B_2,JH,어구,밧줄or끈,로프,1,3,,
2월,JH-B_2,JH,기타플라스틱,플라스틱 용기,플라스틱용기,3,2,,일회용 용기뚜껑
2월,JH-B_1,JH,포장재,비닐or과자봉지,비닐조각,1,1,,
2월,JH-B_1,JH,어구,밧줄or끈,로프,2,2,,
2월,JH-B_1,JH,기타인공물,기타,장갑,2,2,빨강,반코팅 목장갑
2월,JH-A_5,JH,기타플라스틱,플라스틱 조각or기타,플라스틱조각,5,3,,
2월,JH-A_5,JH,포장재,포장용품,노끈,1,2,,
2월,JH-A_5,JH,기타인공물,종이,종이컵,1,2,,
2월,JH-A_2,JH,기타플라스틱,플라스틱 조각or기타,플라스틱조각,2,2,,
2월,JH-A_1,JH,어구,EPS조각,EPS조각,1,1,,
2월,JH-A_1,JH,어구,EPS조각,EPS조각,1,1,,
2월,JH-A_1,JH,어구,EPS조각,EPS조각,6,3,,
2월,GJ-C_4,GJ,어구,EPS조각,EPS조각,3,1,,
2월,GJ-C_4,GJ,자연물,자연물,자연물,2,5,,해조류
2월,GJ-C_4,GJ,포장재,비닐or과자봉지,비닐봉지,4,4,,
2월,GJ-C_3,GJ,포장재,비닐or과자봉지,사탕봉지,4,2,노랑,
2월,GJ-C_3,GJ,기타플라스틱,플라스틱 용기,플라스틱용기,4,3,빨강,딸기 다라이
2월,GJ-C_2,GJ,포장재,비닐or과자봉지,비닐,1,2,,
2월,GJ-C_2,GJ,포장재,비닐or과자봉지,비닐조각,2,2,,
2월,GJ-C_2,GJ,기타인공물,종이,담배갑,1,2,,
2월,GJ-C_2,GJ,포장재,비닐or과자봉지,비닐조각,1,2,,
2월,GJ-C_2,GJ,기타플라스틱,플라스틱 조각or기타,플라스틱조각,4,2,,
2월,GJ-C_2,GJ,포장재,플라스틱 음료수병,PET병,7,3,,
2월,GJ-C_2,GJ,포장재,플라스틱 음료수병,플라스틱뚜껑,6,2,,
2월,GJ-C_1,GJ,기타플라스틱,플라스틱 용기,컵라면용기,3,2,,육개장
2월,GJ-C_1,GJ,포장재,비닐or과자봉지,비닐,2,3,,
2월,GJ-C_1,GJ,기타플라스틱,플라스틱 조각or기타,플라스틱조각,1,3,,
2월,GJ-C_1,GJ,포장재,비닐or과자봉지,비닐,4,2,,
2월,GJ-C_1,GJ,포장재,비닐or과자봉지,비닐,1,3,,낚시용 미끼봉지
2월,GJ-C_1,GJ,포장재,비닐or과자봉지,비닐조각,5,2,,
2월,GJ-B_5,GJ,포장재,비닐or과자봉지,과자봉지,1,2,,
2월,GJ-B_5,GJ,포장재,비닐or과자봉지,비닐조각,3,2,하양,
2월,GJ-B_5,GJ,포장재,비닐or과자봉지,비닐조각,1,2,투명,
2월,GJ-B_5,GJ,기타플라스틱,플라스틱 조각or기타,플라스틱조각,1,1,,
2월,GJ-B_5,GJ,포장재,비닐or과자봉지,비닐조각,1,2,투명,
2월,GJ-B_5,GJ,어구,EPS조각,EPS조각,3,4,,
2월,GJ-B_5,GJ,포장재,플라스틱 음료수병,PET병,4,3,,
2월,GJ-B_5,GJ,기타인공물,종이,종이컵,3,2,,
2월,GJ-B_4,GJ,포장재,비닐or과자봉지,비닐봉지,4,4,검정,
2월,GJ-B_4,GJ,기타인공물,종이,종이컵,1,2,,소주잔
2월,GJ-B_4,GJ,기타인공물,기타,장갑,4,3,,반코팅 목장갑
2월,GJ-B_4,GJ,기타플라스틱,플라스틱 조각or기타,플라스틱조각,4,3,,
2월,GJ-B_4,GJ,기타플라스틱,플라스틱 조각or기타,플라스틱조각,1,2,,
2월,GJ-B_4,GJ,어구,EPS조각,EPS조각,4,2,,
2월,GJ-B_4,GJ,포장재,비닐or과자봉지,비닐조각,5,3,,
2월,GJ-B_3,GJ,기타플라스틱,플라스틱 용기,플라스틱용기,5,3,,
2월,GJ-B_3,GJ,기타인공물,나무,나무젓가락,1,2,,
2월,GJ-B_3,GJ,기타플라스틱,플라스틱 조각or기타,플라스틱조각,5,3,,
2월,GJ-B_2,GJ,기타플라스틱,플라스틱 용기,플라스틱용기,1,2,,
2월,GJ-B_2,GJ,포장재,비닐or과자봉지,비닐봉지,1,2,,
2월,GJ-B_2,GJ,기타플라스틱,플라스틱 용기,플라스틱용기,7,2,,
2월,GJ-B_2,GJ,기타플라스틱,플라스틱 조각or기타,플라스틱조각,3,1,,
2월,GJ-B_2,GJ,기타인공물,나무,나무젓가락,2,4,,
2월,GJ-B_2,GJ,기타플라스틱,플라스틱 용기,플라스틱용기,1,4,,세제통
2월,GJ-B_2,GJ,기타인공물,나무,나무젓가락,4,2,,
2월,GJ-B_1,GJ,어구,EPS조각,EPS조각,4,2,,
2월,GJ-A_5,GJ,어구,밧줄or끈,로프,3,2,,
2월,GJ-A_5,GJ,어구,밧줄or끈,로프,1,2,,
2월,GJ-A_5,GJ,포장재,플라스틱 음료수병,PET병,6,3,,
2월,GJ-A_5,GJ,포장재,비닐or과자봉지,과자봉지,2,2,빨강,
2월,GJ-A_4,GJ,기타인공물,기타,담배꽁초,2,2,,
2월,GJ-A_4,GJ,어구,EPS조각,EPS조각,2,1,,
2월,GJ-A_4,GJ,어구,EPS조각,EPS조각,4,2,,
2월,GJ-A_4,GJ,포장재,플라스틱 음료수병,PET병,5,4,,
2월,GJ-A_4,GJ,기타플라스틱,플라스틱 조각or기타,플라스틱조각,5,5,,
2월,GJ-A_3,GJ,기타플라스틱,플라스틱 용기,플라스틱용기,1,1,,
2월,GJ-A_3,GJ,어구,EPS조각,EPS조각,3,2,,
2월,GJ-A_3,GJ,어구,EPS조각,EPS조각,1,1,,
2월,GJ-A_2,GJ,어구,밧줄or끈,로프,1,3,,
2월,GJ-A_1,GJ,어구,EPS조각,EPS조각,4,2,,
2월,GJ-A_1,GJ,포장재,비닐or과자봉지,비닐,1,4,투명,
2월,BSSL-A_01,BS,포장재,플라스틱 음료수병,PET병,5,3,,
2월,BSSL-A_01,BS,기타플라스틱,플라스틱 조각or기타,플라스틱조각,5,2,,
2월,BSSL-B_07,BS,포장재,플라스틱 음료수병,PET병,4,3,,
2월,BSSL-B_07,BS,기타인공물,나무,나무젓가락,1,2,,비닐포장 돼있음
2월,BSSL-B_08,BS,어구,EPS조각,EPS조각,4,2,,
2월,BSSL-B_08,BS,포장재,비닐or과자봉지,비닐,2,2,,
2월,BSSL-B_08,BS,어구,EPS조각,EPS조각,4,2,,
2월,BSSL-B_08,BS,기타플라스틱,플라스틱 용기,플라스틱용기,5,5,파랑,20L
2월,BSSL-B_10,BS,포장재,플라스틱 음료수병,PET병,2,3,,
2월,BSSL-C_12,BS,포장재,포장용품,노끈,1,3,빨강,
2월,BSSL-C_14,BS,어구,EPS조각,EPS조각,4,2,,
2월,BSSL-C_15,BS,기타인공물,종이,담배갑,2,2,,
2월,BSSL-D_16,BS,어구,EPS조각,EPS조각,2,2,,
2월,BSSL-D_16,BS,어구,EPS조각,EPS조각,3,2,,
2월,BSSL-D_17,BS,포장재,비닐or과자봉지,비닐,1,2,,마스크 포장 비닐
2월,BSSL-D_17,BS,포장재,비닐or과자봉지,비닐조각,2,3,,
2월,BSSL-D_17,BS,포장재,비닐or과자봉지,비닐,1,2,,
2월,BSSL-D_17,BS,포장재,비닐or과자봉지,비닐,1,1,,
2월,BSSL-D_17,BS,포장재,비닐or과자봉지,비닐,1,2,,
2월,BSSL-D_17,BS,포장재,비닐or과자봉지,비닐,1,3,,
2월,BSSL-D_18,BS,기타플라스틱,플라스틱 조각or기타,플라스틱조각,4,2,,
2월,BSSL-D_18,BS,기타플라스틱,플라스틱 조각or기타,플라스틱조각,3,3,,
2월,BSSL-D_18,BS,포장재,플라스틱 음료수병,PET병,4,3,,
2월,BSSL-D_18,BS,기타플라스틱,플라스틱 조각or기타,플라스틱조각,4,2,,
2월,BSSL-D_18,BS,포장재,비닐or과자봉지,비닐조각,1,3,,
2월,BSSL-D_18,BS,포장재,비닐or과자봉지,비닐조각,2,2,,
2월,BSSL-D_18,BS,포장재,플라스틱 음료수병,병뚜껑,2,1,,
2월,BSSL-D_18,BS,기타인공물,종이,담배갑,2,2,,
2월,SY-C_5,SY,포장재,플라스틱 음료수병,병뚜껑,4,1,,
2월,SY-C_5,SY,포장재,비닐or과자봉지,비닐조각,3,2,하양,
2월,SY-C_5,SY,포장재,비닐or과자봉지,비닐봉지,1,2,투명,
2월,SY-C_5,SY,포장재,비닐or과자봉지,비닐봉지,1,2,,신라면
2월,SY-C_5,SY,포장재,비닐or과자봉지,비닐,1,1,파랑,
2월,SY-C_5,SY,포장재,비닐or과자봉지,비닐,2,2,투명,
2월,SY-C_5,SY,포장재,비닐or과자봉지,비닐,1,2,투명,
2월,SY-C_5,SY,포장재,비닐or과자봉지,비닐,1,2,투명,
2월,SY-C_4,SY,포장재,비닐or과자봉지,사탕봉지,1,2,,
2월,SY-C_4,SY,포장재,비닐or과자봉지,비닐,1,3,흰색,
2월,SY-C_4,SY,포장재,비닐or과자봉지,비닐봉지,2,3,검정,
2월,SY-C_4,SY,포장재,비닐or과자봉지,비닐봉지,2,2,하양,
2월,SY-C_4,SY,포장재,비닐or과자봉지,비닐봉지,5,3,검정,
2월,SY-C_3,SY,어구,밧줄or끈,로프,1,3,,
2월,SY-C_3,SY,기타인공물,종이,담배갑,2,2,,
2월,SY-C_3,SY,포장재,비닐or과자봉지,비닐봉지,5,3,검정,
2월,SY-C_3,SY,어구,EPS조각,EPS조각,1,4,,스티로폼박스 뚜껑 깨진거
2월,SY-C_3,SY,포장재,비닐or과자봉지,비닐봉지,1,3,겅정,
2월,SY-C_2,SY,포장재,비닐or과자봉지,비닐,1,2,투명,
2월,SY-C_2,SY,포장재,비닐or과자봉지,비닐,2,3,투명,
2월,SY-C_2,SY,포장재,비닐or과자봉지,비닐,1,4,투명,
2월,SY-C_2,SY,포장재,비닐or과자봉지,비닐,2,2,투명,
2월,SY-C_2,SY,포장재,비닐or과자봉지,비닐,2,2,검정,
2월,SY-C_1,SY,포장재,비닐or과자봉지,비닐,3,3,,
2월,SY-C_1,SY,포장재,비닐or과자봉지,비닐,2,3,,
2월,SY-C_1,SY,기타인공물,종이,종이,1,2,,
2월,SY-C_1,SY,어구,EPS조각,EPS조각,5,3,,
2월,SY-C_1,SY,어구,EPS조각,EPS조각,5,2,,
2월,SY-B_5,SY,포장재,비닐or과자봉지,비닐,1,2,,
2월,SY-B_5,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,1,2,파랑,
2월,SY-B_5,SY,포장재,비닐or과자봉지,비닐,3,3,검정,
2월,SY-B_5,SY,포장재,비닐or과자봉지,비닐조각,2,2,,
2월,SY-B_5,SY,포장재,비닐or과자봉지,비닐조각,2,2,,
2월,SY-B_5,SY,포장재,비닐or과자봉지,비닐조각,2,3,,
2월,SY-B_5,SY,포장재,비닐or과자봉지,비닐봉지,1,3,검정,
2월,SY-B_5,SY,포장재,비닐or과자봉지,비닐조각,1,2,투명,
2월,SY-B_5,SY,포장재,비닐or과자봉지,비닐조각,1,2,투명,
2월,SY-B_5,SY,포장재,비닐or과자봉지,비닐봉지,3,4,하양,
2월,SY-B_4,SY,기타플라스틱,플라스틱 조각or기타,빨대,4,2,분홍,
2월,SY-B_4,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,1,2,,
2월,SY-B_4,SY,포장재,비닐or과자봉지,비닐조각,2,1,,
2월,SY-B_4,SY,포장재,비닐or과자봉지,비닐,2,3,검정,
2월,SY-B_4,SY,포장재,비닐or과자봉지,비닐,1,3,투명,
2월,SY-B_4,SY,포장재,비닐or과자봉지,비닐,1,2,투명,
2월,SY-B_3,SY,어구,낚시찌,낚시찌,2,2,,
2월,SY-B_3,SY,포장재,비닐or과자봉지,비닐봉지,3,3,검정,
2월,SY-B_3,SY,포장재,비닐or과자봉지,비닐봉지,4,3,검정,
2월,SY-B_3,SY,포장재,플라스틱 음료수병,PET병,1,2,,500mL 콜라
2월,SY-B_2,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,2,1,,
2월,SY-B_2,SY,어구,밧줄or끈,로프,4,4,,
2월,SY-B_2,SY,포장재,비닐or과자봉지,비닐봉지,1,2,,
2월,SY-B_2,SY,어구,밧줄or끈,로프,4,2,,
2월,SY-B_2,SY,어구,밧줄or끈,로프,1,2,,
2월,SY-B_2,SY,포장재,포장용품,노끈,1,2,,
2월,SY-B_2,SY,포장재,비닐or과자봉지,비닐봉지,4,3,검정,
2월,SY-B_2,SY,포장재,비닐or과자봉지,비닐봉지,1,4,파랑,
2월,SY-B_2,SY,포장재,비닐or과자봉지,비닐조각,3,2,투명,
2월,SY-B_2,SY,포장재,비닐or과자봉지,비닐봉지,4,3,,
2월,SY-B_1,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,1,1,,
2월,SY-B_1,SY,포장재,비닐or과자봉지,비닐,1,3,하양,
2월,SY-B_1,SY,포장재,플라스틱 음료수병,PET병,1,3,,막걸리
2월,SY-A_5,SY,포장재,비닐or과자봉지,비닐,1,3,검정,
2월,SY-A_5,SY,포장재,비닐or과자봉지,과자봉지,4,2,,신라면
2월,SY-A_5,SY,포장재,비닐or과자봉지,비닐봉지,6,5,검정,
2월,SY-A_5,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,5,3,,
2월,SY-A_5,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,1,1,하양,
2월,SY-A_4,SY,포장재,비닐or과자봉지,비닐봉지,3,2,검정,
2월,SY-A_4,SY,포장재,비닐or과자봉지,비닐봉지,1,3,하양,
2월,SY-A_4,SY,포장재,비닐or과자봉지,비닐봉지,2,3,검정,
2월,SY-A_4,SY,포장재,비닐or과자봉지,비닐봉지,1,3,하양,
2월,SY-A_3,SY,기타플라스틱,플라스틱 용기,플라스틱용기,5,3,,
2월,SY-A_1,SY,포장재,비닐or과자봉지,비닐,2,2,,과자 비닐봉지
