AREA,EXMN_YMD,LAT,LON,SITE,DEPTH,CLASS,COUNT
제주 자구리,2022-08-24,33.24003333,126.5706833,SP-2(천),14.5,Ostracods,1
제주 자구리,2022-08-24,33.24003333,126.5706833,SP-2(천),14.5,Isopods,1
제주 자구리,2022-08-24,33.24003333,126.5706833,SP-2(천),14.5,Kinorhynchs,1
제주 자구리,2022-08-24,33.24003333,126.5706833,SP-2(천),14.5,Cnidarians,1
제주 자구리,2022-08-24,33.24003333,126.5706833,SP-2(천),14.5,Turbellarians,2
제주 자구리,2022-08-24,33.24003333,126.5706833,SP-2(천),14.5,Gastrotrichs,3
제주 자구리,2022-08-24,33.24003333,126.5706833,SP-3(그물),14.5,Nematodes,126
제주 자구리,2022-08-24,33.24003333,126.5706833,SP-3(그물),14.5,Harpacticoids,27
제주 자구리,2022-08-24,33.24003333,126.5706833,SP-3(그물),14.5,Nauplius,7
제주 자구리,2022-08-24,33.24003333,126.5706833,SP-3(그물),14.5,Sarcomastigophorans,19
제주 자구리,2022-08-24,33.24003333,126.5706833,SP-3(그물),14.5,Polychaetes,29
제주 자구리,2022-08-24,33.24003333,126.5706833,SP-3(그물),14.5,Cumaceans,1
제주 자구리,2022-08-24,33.24003333,126.5706833,SP-3(그물),14.5,Turbellarians,3
제주 자구리,2022-08-24,33.24003333,126.5706833,SP-3(그물),14.5,Insects,1
제주 자구리,2022-08-25,33.2398,126.5707333,HA,14.5,Nematodes,102
제주 자구리,2022-08-25,33.2398,126.5707333,HA,14.5,Harpacticoids,60
제주 자구리,2022-08-25,33.2398,126.5707333,HA,14.5,Nauplius,23
제주 자구리,2022-08-25,33.2398,126.5707333,HA,14.5,Sarcomastigophorans,26
제주 자구리,2022-08-25,33.2398,126.5707333,HA,14.5,Polychaetes,25
제주 자구리,2022-08-25,33.2398,126.5707333,HA,14.5,Bivalves,1
제주 자구리,2022-08-25,33.2398,126.5707333,HA,14.5,Amphipods,1
제주 자구리,2022-08-25,33.2398,126.5707333,HA,14.5,Isopods,1
제주 자구리,2022-08-25,33.2398,126.5707333,HA,14.5,Kinorhynchs,1
제주 자구리,2022-08-25,33.23991667,126.6207667,HP-1(그물),11.5,Nematodes,122
제주 자구리,2022-08-25,33.23991667,126.6207667,HP-1(그물),11.5,Harpacticoids,25
제주 자구리,2022-08-25,33.23991667,126.6207667,HP-1(그물),11.5,Nauplius,6
제주 자구리,2022-08-25,33.23991667,126.6207667,HP-1(그물),11.5,Sarcomastigophorans,30
제주 자구리,2022-08-25,33.23991667,126.6207667,HP-1(그물),11.5,Polychaetes,23
제주 자구리,2022-08-25,33.23991667,126.6207667,HP-1(그물),11.5,Isopods,1
제주 자구리,2022-08-25,33.23991667,126.6207667,HP-1(그물),11.5,Cumaceans,1
제주 자구리,2022-08-25,33.23991667,126.6207667,HP-1(그물),11.5,Kinorhynchs,1
제주 자구리,2022-08-25,33.23991667,126.6207667,HP-1(그물),11.5,Tardigrades,1
제주 자구리,2022-08-25,33.23991667,126.6207667,HP-1(그물),11.5,Cnidarians,1
제주 자구리,2022-08-25,33.23991667,126.6207667,HP-1(그물),11.5,Turbellarians,1
제주 자구리,2022-08-25,33.23991667,126.6207667,HP-1(그물),11.5,Gastrotrichs,2
제주 자구리,2022-08-25,33.23991667,126.6207667,HP-2(천),11.5,Nematodes,103
제주 자구리,2022-08-25,33.23991667,126.6207667,HP-2(천),11.5,Harpacticoids,44
제주 자구리,2022-08-25,33.23991667,126.6207667,HP-2(천),11.5,Nauplius,14
제주 자구리,2022-08-25,33.23991667,126.6207667,HP-2(천),11.5,Sarcomastigophorans,27
제주 자구리,2022-08-25,33.23991667,126.6207667,HP-2(천),11.5,Polychaetes,38
제주 자구리,2022-08-25,33.23991667,126.6207667,HP-2(천),11.5,Bivalves,1
제주 자구리,2022-08-25,33.23991667,126.6207667,HP-2(천),11.5,Isopods,1
제주 자구리,2022-08-25,33.23991667,126.6207667,HP-2(천),11.5,Kinorhynchs,4
제주 자구리,2022-08-25,33.23991667,126.6207667,HP-2(천),11.5,Turbellarians,1
